label,en,chs
LBL_WELDJNT,Welded or rolled joint,焊接或轧制接头
LBL_WID,Width,宽度
LBL_WINDOCCUR,Wind occurrence,风的发生
LBL_WINDOW,Window,窗口
LBL_WINPARAVEL,Window parallel velocity,窗口平行速度
LBL_WIREDIA,Wire Diameter,钢丝直径
LBL_WITH,With,与
LBL_WITHDIST,/w Dist,/w Dist
LBL_WTFRAC,Wt. fraction,重量分量
LBL_WTFRACVAP,Wt. frac vap.,重量，裂解蒸汽。
LBL_WTFRACVAPOR,Weight fraction vapor,蒸气的重量分数
LBL_WTPCT,Wt. %,重量百分比
LBL_X,X,X
LBL_XDIR,X-Direction,X-方向
LBL_XZONE,X Zone,X区
LBL_Y,Weight fraction vapor,蒸气的重量分数
LBL_YDIR,Y-Direction,Y-方向
LBL_YEARS,Years,年
LBL_YES,Yes,有
LBL_YES2,YES,有
LBL_YIELDSTRESS,Yield stress,屈服应力
LBL_YINOUT,"Weight fraction vapor, In/Out",气相质量分率，进/出
LBL_YINOUT2,"Weight fraction vapor, Inlet/Outlet",气相质量分率，进/出
LBL_YY,Y,Y
LBL_YZONE,Y Zone,Y区
LBL_Z,Z,Z
LBL_ZARR,Z,Z
LBL_ZDIR,Z-Direction,Z-方向
LBL_ZONE,Zone,区
LBL_ZONENUM,Zone number,区号
LBL_ZZONE,Z Zone,Z区
LBL_WALL,Wall,墙壁
LBL_STARTING,Starting,开始
LBL_ENDING,Ending,结束
LBL_NUMBERING,Numbering,编号
LBL_STARTSAT,Starts at,起点是
LBL_FBOXTUBENUM,Box tube numbers,箱体管号
LBL_SHARED,Shared,共用的
LBL_ANNULUS,Annulus,环形物
LBL_ANNULUSDELTAP,Annulus delta P,环形三角区P
LBL_ANNULUSFLUID,Annulus fluid,环状液
LBL_ANNULUSH,Annulus h,环形物h
LBL_ANNULUSIN,Annulus In,环形物在
LBL_ANNULUSOUT,Annulus Out,环形山出山
LBL_APPANNULUS,Approximate annulus,近似的环形结构
LBL_APPPIPE,Approximate pipe,大约的管道
LBL_EXCHORIANG,Exchanger orientation angle,交换器定向角
LBL_EXCHSERI,Exchangers in Series,串联的交换器
LBL_INLETTANNULUS,"Inlet T, Annulus",进气口T，环形口
LBL_INLETTPIPE,"Inlet T, Pipe",进气口T，管道
LBL_INLETYANNULUS,"Inlet Y, Annulus",进气口Y，环形
LBL_INLETYPIPE,"Inlet Y, Pipe",进气口Y，管道
LBL_INSIDEANNULUS,Inside Annulus,环形区内部
LBL_INSIDEPIPE,Inside Pipe,内管
LBL_JACKETGEO,Jacket Geometry,夹克的几何形状
LBL_JACKETID,Jacket ID,外套标识
LBL_ORIENTATION,Orientation,适应情况
LBL_OUTLETTANNULUS,"Outlet T, Annulus",出口T，环形区
LBL_OUTLETTPIPE,"Outlet T, Pipe",出口T，管道
LBL_OUTLETYANNULUS,"Outlet Y, Annulus",出口Y，环形
LBL_OUTLETYPIPE,"Outlet Y, Pipe",出口Y，管道
LBL_PIPE,Pipe,管子
LBL_PIPEDELTAP,Pipe delta P,管道三角洲P
LBL_PIPEGEO,Pipe Geometry,管道的几何形状
LBL_PIPEH,Pipe h,管子h
LBL_PIPEIN,Pipe In,管子进
LBL_PIPEINFO,Pipe Information,管道信息
LBL_PIPEOD,Pipe OD,管道外径
LBL_PIPEOUT,Pipe Out,管出
LBL_PIPETYPE,Pipe type,管道类型
LBL_WEIESTWETDRYPIPE,Weight estimation Wet/Dry/Pipe,重量估计 湿/干/管道
LBL_JACKETDATA,Jacket Data,外套数据
LBL_PIPEMET,Pipe metal,金属管
LBL_NUMEXCHSERIES,Number of exchangers in series,串联的交换器数量
LBL_NUMEXCHPARALLEL,Number of exchangers in parallel,并联的交换器数量
LBL_JACKETINDIA,Jacket inside diameter,护套内径
LBL_FLOWINEXCH,Flow in exchanger,交换器中的流量
LBL_PIPEDATA,Pipe Data,管道数据
LBL_PIPEOUTDIA,Pipe outside diameter,管道外径
LBL_PIPEMATDENS,Pipe material density,管道材料密度
LBL_PIPEMATTHERCOND,Pipe material thermal conductivity,管道材料的导热性
LBL_PIPEMATELAMOD,Pipe material elastic modulus,管道材料的弹性模量
LBL_LONGFINDATA,Longitudinal Fin Data,纵向翅片数据
LBL_ANNULUSINLET,Annulus Inlet ID,环形进气口ID
LBL_ANNULUSOUTLET,Annulus Outlet ID,环形出口ID
LBL_PIPEINLET,Pipe Inlet ID,管道进水口内径
LBL_PIPEOUTLET,Pipe Outlet ID,管道出口内径
LBL_RADPOSANNULUSINNOZ,Radial position of annulus inlet nozzle,环状入口喷嘴的径向位置
LBL_LONGPOSANNULUSINNOZ,Longitudinal position of annulus inlet nozzle,环状入口喷嘴的纵向位置
LBL_RADPOSANNULUSOUTNOZ,Radial position of annulus outlet nozzle,环状出口喷嘴的径向位置
LBL_DESTEMPPIPE,Design temperature inside pipe,管道内的设计温度
LBL_DESPRESSPIPE,Design pressure inside pipe,管内设计压力
LBL_DESTEMPANNULUS,Design temperature inside annulus,环形物内的设计温度
LBL_DESPRESSANNULUS,Design pressure inside annulus,环形空间内的设计压力
LBL_VARYPIPELEN,Vary pipe length,改变管道长度
LBL_VARYPIPEDIA,Vary pipe diameter,改变管道直径
LBL_VARYJACKETDIA,Vary jacket diameter,改变护套直径
LBL_ANNFRICFACTMETH,Annulus friction factor method,环形摩擦系数法
LBL_ANNFILMCOEFMULT,annulus film coefficient multiplier,环形膜系数乘数
LBL_ANNLIQCOEF,annulus liquid coefficient,环状液体系数
LBL_ANNVAPCOEF,annulus vapor coefficient,环形蒸气系数
LBL_ANNFILMCOEF,annulus film coefficient,环形膜系数
LBL_ANNFRICFACTMULT,annulus friction factor multiplier,环形摩擦系数乘数
LBL_PIPEFRICFACTMETH,Pipe friction factor method,管道摩擦系数法
LBL_PIPEFILMCOEFMULT,pipe film coefficient multiplier,管膜系数乘数
LBL_PIPELIQCOEF,pipe liquid coefficient,管道液体系数
LBL_PIPEVAPCOEF,pipe vapor coefficient,管道蒸汽系数
LBL_PIPEFILMCOEF,pipe film coefficient,管膜系数
LBL_PIPEFRICFACTMULT,pipe friction factor multiplier,管道摩擦系数乘数
LBL_PIPEROUGHNESS,Pipe roughness,管道粗糙度
LBL_SINGLESEG,Single-Seg,单弓形
LBL_DOUBLESEG,Double-Seg,双弓形
LBL_TRIPLESEG,Triple-Seg,三弓形
LBL_RODS,Rods,杆件
LBL_HOTFLUID2,Hot Fluid,热流体
LBL_COLDFLUID2,Cold Fluid,冷剂
LBL_TUBEPATTERN,Tube pattern,排列方式
LBL_SHELL2,shell,壳
LBL_EXCHANGER,exch,吐出
LBL_EXCHCONSINFO,Exchanger Construction Information,交换器结构信息
LBL_ANNHEATTRANCORR,Annulus Heat Transfer Corrections,环形传热校正
LBL_PERFINANN,Performance Inside Annulus,环形物内的性能
LBL_NOMVEL,Nominal velocity,名义速度
LBL_ANNNOZZ,Annulus Nozzles,环形喷嘴
LBL_PIPENOZZ,Pipe Nozzles,管状喷头
LBL_EXTENHPIPEGEO,Externally Enhanced Pipe Geometry,外部增强的管道几何结构
LBL_INTENHPIPEGEO,Internally Enhanced Pipe Geometry,内部增强的管道几何结构
LBL_MEANJACKETTEMP,Mean jacket temperature,夹层平均温度
LBL_MEANPIPEMETTEMP,"Mean pipe metal temperature,",平均管道金属温度。
LBL_CONTCONVERGENCE,Control Convergence Data,控制收敛数据
LBL_NOMLEN,Nominal length,标称长度
LBL_MEANTUBEMETTEMP,"Mean tube metal temperature,",平均管子金属温度。
LBL_ANNINCRMON,Annulus Incremental Monitor,环状增量监测器
LBL_PIPEINCRMON,Pipe Incremental Monitor,管道增量监测器
LBL_HEADSUPPDIST,Head to support distance,头部到支架的距离
LBL_INPUTMODWRN,NOTE: Case input modified.  Values may not be consistent with other output reports.,注意：案例输入已修改。 数值可能与其他输出报告不一致。
LBL_RELEASECOMPED,Released to the following organization:,发布给以下公司
LBL_TUBELOC,Tube Locations,管子位置
LBL_HOTINCRMONITOR,Hotside Incremental Monitor,热点增量监测器
LBL_COLDINCRMONITOR,Coldside Incremental Monitor,科德赛增量监测器
LBL_NUMBEROFTURNS,Number of turns,圈数
LBL_INCREMENTALLENGTH,Incremental length,递增长度
LBL_LENGTHFROMCENTER,Length from center,从中心开始的长度
LBL_RADIUSOFCURVATURE,Radius of curvature,曲率半径
LBL_INNERWALLBOUNDARY,Inner Wall Boundary,内墙边界
LBL_OUTERWALLBOUNDARY,Outer Wall Boundary,外墙边界
LBL_HOTPOINTNUM,Hot point number,热点编号
LBL_COLDPOINTNUM,Cold point number,冷点数
LBL_SPIRALGEOMDATA,Spiral Geometry Data,螺旋形几何数据
LBL_NUMINNOZ,Number of inlet nozzles,进气口喷嘴的数量
LBL_NUMOUTNOZ,Number of outlet nozzles,出口喷嘴的数量
LBL_HOTCHANGAPWIDTH,Hot channel gap width,热通道间隙宽度
LBL_COLDCHANGAPWIDTH,Cold channel gap width,冷通道间隙宽度
LBL_PLATEWIDTH,Plate width,板块宽度
LBL_PLATELENGTH,Plate length,板块长度
LBL_PLATECONDUCTIVITY,Plate conductivity,板块传导性
LBL_STUDDENSITY,Stud density,螺柱密度
LBL_COREDIAMETER,Core diameter,磁芯直径
LBL_OUTERDIAMETER,Outer diameter,外径
LBL_TURNS,Turns,转弯
LBL_SUBCOOLPROFILE,Shellside Subcooling Monitor,壳侧过冷度监测器
LBL_DISTSHELLIN,Distance from shell inlet,与壳体进口的距离
LBL_FILMCOEF,Film coefficient,薄膜系数
LBL_FLOODTUBES,Flooded tubes,淹没的管子
LBL_CONDT,Condensing temperature,冷凝温度
LBL_MIXCONDT,Mixed condensate temperature,混合冷凝水温度
LBL_LIQLEVEL,Liquid level,液位
LBL_CONDFLOW,Condensate flow,冷凝水流量
LBL_FLUIDVEL,Fluid velocity,流体速度
LBL_AVGSPANLEN,Average span length,平均跨度长度
LBL_EFFWEIGHT,Effective weight,有效重量
LBL_TOTDUTYIN,Total duty in (heat release + sensible heat),总的职责是（热量释放+显热）。
LBL_PERCENTDUTYIN,% Duty in,税率%在
LBL_ROOFDUTY,Roof sink duty / shock tube duty,屋顶下沉式工作/冲击管工作
LBL_HFLUXOUT,Enthalpy flux out of radiant section,辐射段外的焓通量
LBL_TOTLOSS,Total heat loss,总的热损失
LBL_TOTDUTYOUT,Total duty out,总的说来
LBL_TOTLOSSREF,Total heat loss through refractory,通过耐火材料的总热损失
LBL_LOSSCOVERED,Heat loss through refractory covered by sink,通过水槽覆盖的耐火材料的热损失
LBL_LOSSNOTCOVERED,Heat loss through refractory not covered by sink,通过未被水槽覆盖的耐火材料的热损失
LBL_BAFFXFRAC,Baffle crossing fraction,挡板交叉部分
LBL_INTTUBETYPE,Internal tube type,内管型
LBL_SEENEXTPAGEFORINTTUBEINFO,See Next Page For Internal Tube Type Information.,参见下页，了解内部管型信息。
LBL_TUBESHTSUPP,Tubesheet to inlet/outlet support,管板到入口/出口的支架
LBL_HELICALBAFFSETS,Helical baffle sets,螺旋形挡板组
LBL_TUBEHOLETOL,Tube hole tolerance,管孔公差
LBL_CLEANABLELANE,Cleanable lane,可清洁的车道
LBL_TURNAROUNDSPACING,Turn-around spacing,转身的间隔
LBL_NONNEWTONIANDATA,Non-Newtonian Data,非牛顿数据
LBL_TOTQABS,Total duty absorbed,吸收的关税总额
LBL_SHEARSTRESS,Shear stress,剪切应力
LBL_OUTLIQID,Outlet liquid inside diameter,出口液体内径
LBL_OUTVAPID,Outlet vapor inside diameter,出口蒸汽内径
LBL_OUTVAPNOZ,Number of vapor outlet nozzles per bundle,每束蒸汽出口喷嘴的数量
LBL_AFRAMEDATA,A-Frame Data,A-框架数据
LBL_TWALLSHEARSTRESS,Shear stress at tube wall,管壁的剪切应力
LBL_LWDSWD,LWD/SWD,LWD/SWD
LBL_KETENTRAINREPORT,Kettle Entrainment Report,Kettle Entrainment报告
LBL_KETTLEDIAMETER,Kettle diameter,水壶直径
LBL_ENTRAINMENTRATIO,Entrainment ratio,诱导率
LBL_MAXALLOWVAPORVELOCITY,Allowable vapor velocity,允许的蒸汽速度
LBL_TOTALVAPORVELOCITY,Calculated vapor velocity,计算的蒸气速度
LBL_HORIZVAPORVELOCITY,Horizontal vapor velocity,水平蒸气速度
LBL_VERTVAPORVELOCITY,Vertical vapor velocity,垂直蒸气速度
LBL_AVGINCRVAPORRATE,Average incremental vapor rate,平均增量汽化率
LBL_VAPORVELOCITY,Vapor velocity,蒸汽速度
LBL_BUNDLELENGTH,Bundle length,捆绑长度
LBL_MAXKETTLEDIAMETER,Max kettle diameter,最大水壶直径
LBL_MINKETTLEDIAMETER,Min kettle diameter,最小水壶直径
LBL_LWD,LWD,LWD
LBL_SWD,SWD,SWD
LBL_BAFFMAT,Baffle material,挡板材料
LBL_PARTNUMBER,Part number,零件编号
LBL_SERPENTINE,Serpentine,蛇形结构
LBL_TOPCOVER,Top cover,顶盖
LBL_BOTTOMCOVER,Botton cover,棉套
LBL_INLETPOS,Inlet position,进气口位置
LBL_OUTLETPOS,Outlet position,出口位置
LBL_SHELLHELIHFAC,Shellside Helical Baffle Heat Transfer Correction Factors,壳侧螺旋挡板传热校正系数
LBL_SHELLHELIDP,Shellside Helical Baffle Pressure Drop Correction Factors,壳侧螺旋挡板压降校正系数
LBL_UNSUPPORTMSGS,Unsupported Items,不支持的项目
LBL_CALCMSGS,Calculated Values,计算值
LBL_DEFTRANSMSGS,Defaulted Values,默认值
LBL_DEFNOTTRANSMSGS,Default Values Not Transferred,未转移的默认值
LBL_TRANSMESS,Translation Messages,翻译信息
LBL_TRANSINFO,General Information,一般信息
LBL_SPECSHEET,Specification Sheet,规格表
LBL_SHELLCOVERMAT,Shell cover material,壳体封头材料
LBL_CHNLORBONNMAT,Channel or bonnet material,通道或阀盖材料
LBL_TSSTATMAT,Tubesheet-Stationary material,管片-静止的材料
LBL_TSFLTMAT,Tubesheet-Floating material,管板-浮动材料
LBL_BAFFCROSSMAT,Baffle-Cross material,挡板-交叉材料
LBL_BAFFLONGMAT,Baffle-Long material,挡板-长材料
LBL_SUPPTUBEMAT,Supports-Tube material,支架-管子材料
LBL_EXPJNTPRESENT,Expansion joint present,存在伸缩缝
LBL_SHELLGASKET,Shellside gasket,壳侧垫片
LBL_TUBEGASKET,Tubeside gasket,油管侧垫片
LBL_FLOATGASKET,Floating head gasket,浮动头垫
LBL_SHELLOD,Shell outside diameter,外壳外径
LBL_BAFFLECOUNT,Bafflecount,挡板计数
LBL_DUMMYCOUNT,Dummy tube count,虚拟管数量
LBL_DUMMYOD,Dummy tube OD,虚拟管外径
LBL_BLNKSTRIPAREA,Blanking strip area,空白条区域
LBL_INOUTSPACINGDP,Inlet/outlet baffle spacing for DP,DP的入口/出口挡板间距
LBL_TURNAROUNDSPACINGDP,Turn-around baffle spacing for DP,DP的转弯挡板间距
LBL_FORDP,For DP,对于DP
LBL_SHELLNOMOD,Shell nominal outside diameter,壳体名义外径
LBL_FHEADID,Front head inside diameter,前头部内径
LBL_FHEADOD,Front head outside diameter,前头部外径
LBL_FHEADTHK,Front head thickness,前部头部厚度
LBL_RHEADID,Rear head inside diameter,后头部内径
LBL_RHEADOD,Rear head outside diameter,后头部外径
LBL_RHEADTHK,Rear head thickness,后脑勺厚度
LBL_CONSTDATA,Construction Data,建筑数据
LBL_SUPPSDATA,Supports Data,支持数据
LBL_LONGBAFFDATA,Longitudinal Baffle Data,纵向挡板数据
LBL_NOZZLOCDATA,Nozzle Location Data,喷嘴位置数据
LBL_TIERODDATA,"Passlanes, Tie Rods, and Seal Strip Data",帕斯兰、拉杆和密封条数据
LBL_PASSLANE,Passlane,帕斯兰
LBL_DISTANCE,Distance,距离
LBL_INUSE,In use,使用中
LBL_TUBELAYOUTDATA,Tube Layout Data,管子的布局数据
LBL_EXCHRDATA,Exchanger Data,交换器数据
LBL_UPPERLEG,Upper leg,上肢
LBL_LOWERLEG,Lower leg,小腿
LBL_SHELLINPOS,Shellside inlet position,壳侧进气口位置
LBL_EXCHGEO,Exchanger Geometry,交换器的几何形状
LBL_LAYERS,Layers,分层
LBL_INLETT,Inlet T,进气口T
LBL_INLETY,Inlet Y,进水口Y
LBL_OUTLETT,Outlet T,出口T
LBL_OUTLETY,Outlet Y,出口Y
LBL_DELTAP,Delta P,三角洲P
LBL_INLETP,Inlet P,进水口P
LBL_PROCSTRMS,Process streams,过程流
LBL_EXCHLEN,Exchanger length,交换器长度
LBL_EXCHWIDTH,Exchanger width,交换器宽度
LBL_EXCHHT,Exchanger height,交换器高度
LBL_ENDALEN,End A Length,结束语A 长度
LBL_ENDBLEN,End B Length,B端长度
LBL_NUMEXCHRS,Number of exchangers,交换器的数量
LBL_NUMSTRMS,Number of streams,流的数量
LBL_NUMFINTYPES,Number of fin types,翅片类型的数量
LBL_LAYERSEXCHRS,Layers/Exchanger,分层/交换器
LBL_STRMLOC,Stream locations,溪流位置
LBL_EXCHSKETCH,Exchanger sketch,交换器简图
LBL_STACKARRG,Stacking arrangement,叠加安排
LBL_STRMPRESPROF,Stream pressure profile,水流压力曲线
LBL_STRMTHERMPROF,Stream thermal profile,溪流热力概况
LBL_STRMPRESDROP,Stream pressure drop,水流压降
LBL_PROFSTRM,Profiles for stream,溪流的概况
LBL_FRICGRAD,Friction gradient,摩擦梯度
LBL_STATICGRAD,Static gradient,静态梯度
LBL_VOIDFRAC,Void fraction,空隙率
LBL_OVERALL,Overall,总的来说
LBL_PRESCHANGES,Pressure changes,压力变化
LBL_PROPERTYMESS,Property Messages,财产信息
LBL_DESIGNLOG,Design Log,设计日志
LBL_PFFINGEOMSUMMARY,Fin Geometry Summary,翅片几何学摘要
LBL_PFFINCHARACTERISTICS,Fin Characteristics,翅片特性
LBL_PFFINPERFORMANCE,Fin Performance,翅片性能
LBL_PFASPECTRATIO,Aspect Ratio,纵横比
LBL_PFBLOCKAGEFRACTION,Blockage Fraction,堵塞的部分
LBL_PFPRIMARYPERIM,Primary Perimeter,主要周长
LBL_PFSECONDARYPERIM,Secondary Perimeter,二级周长
LBL_PFHYDRAULICDIAM,Hydraulic Diameter,油压直径
LBL_PFFINLOC,Fin Locations,翅片位置
LBL_RODTYPE,Rod-type,杆式
LBL_PF_ZZ_ANALYSIS,Zig Zag Analysis,Zig Zag分析
LBL_PF_ZZ_ASSESSMENT,Main ZigZag Assessment ,主要的ZigZag评估
LBL_PF_ZZ_FRACZEROCROSSES,Fraction of Zero Crosses,零点交叉的分数
LBL_PF_ZZ_DEVFROMIDEAL,Deviation from Ideal,对理想的偏离
LBL_PF_ZZ_HEATLOADS,Cumulative Heat Loads as Fraction of Mean Layer Heat Load,累积热负荷占平均层热负荷的百分比
LBL_PF_ZZ_QUARTER,Quarter,季度
LBL_PF_ZZ_TOTAL,Total,共计
LBL_PF_ZZ_LAYERPATTERN,Layer Pattern,图层图案
LBL_PF_ENDA,End A,结束A
LBL_PF_ENDB,End B,结束语B
LBL_PF_ZZ_BASIS,"(Stream Basis (S), Layer Basis (L))",(流基础(S)，层基础(L))
LBL_PF_WALL,Wall,墙壁
LBL_GRASHOF,Grashof,格拉斯霍夫
LBL_RICHARDSON,Richardson,理查德森
LBL_MALRISK,Maldistribution risk,恶性分布风险
LBL_FRICDPRANGE,Percent pressure range,百分比压力范围
LBL_FROTHLEVEL,Froth level,泡沫水平
LBL_LAYERMONITOR,Layer Monitor,层监控
LBL_PRECALCARRAYS,Precalculated Arrays,预先计算的数组
LBL_FINNUM,Fin number,翅片数量
LBL_MASSFLUX,Mass flux,质量通量
LBL_STEPLEN,Step length,步长
LBL_MASSFRAC,Mass fraction,质量分数
LBL_STEPCODE,Step code,步骤代码
LBL_BYPASS,Bypass,旁路
LBL_ETF,Enthalpy transfer function,焓的传递函数
LBL_PRESGRAD,Pressure gradient,压力梯度
LBL_USEDERESBAFF,Use deresonating baffles,使用消音挡板
LBL_THERMOREPT,Thermosiphon report,热虹吸管报告
LBL_THERMOTYPE,Thermosiphon type,热虹吸式
LBL_CALCTYPE,Calculation type,计算类型
LBL_ADJCONDPARM,Adjusted condensing parameter,调整后的冷凝参数
LBL_HXOUTLETQ,Exchanger outlet quality,交换器出口质量
LBL_PIPEOUTLETQ,Piping outlet quality,管道出口质量
LBL_OUTLETPIPEFRIC,Outlet pipe (friction),出口管道（摩擦）。
LBL_OUTLETPIPESH,Outlet pipe (static head),出口管（静压头）。
LBL_OUTLETDISTFRIC,Outlet distributor (friction),出口分配器(摩擦)
LBL_OUTLETDISTSH,Outlet distributor (static head),出口分配器（静态水头）
LBL_EXFINLENATOUT,Extra fin length at outlet,出口处的额外翅片长度
LBL_MAINFINDP,Main fin pressure drop,主翅片压降
LBL_EXFINLENATIN,Extra fin length at inlet,进气口的额外翅片长度
LBL_INLETDISTFRIC,Inlet distributor (friction),进气口分配器（摩擦力）
LBL_INLETDISTSH,Inlet distributor (static head),入口分配器（静态水头）
LBL_INLETPIPEFRIC,Inlet pipe (friction),进气管(摩擦)
LBL_INLETPIPESH,Static head (submergence),静态水头(浸没)
LBL_SHTOEFFLEN,Static head to eff length,静态头至功效长度
LBL_ALLOWENTR,Allowable entrainment,允许的夹带量
LBL_ACTUALENTR,Actual entrainment,实际夹带量
LBL_HTINKETTLE,Height in kettle,水壶中的高度
LBL_NUMVAPOUTNOZ,Number of vapor outlet nozzles,蒸汽出口喷嘴的数量
LBL_KETTLEREB,Kettle Reboiler,水壶再沸器
LBL_BOILINGFLUID,Boiling Fluid,沸腾的液体
LBL_CIRCUITDP,Circuit Pressure Drops,电路压力下降
LBL_CIRCUITDF,Circuit Driving Force,电路驱动力
LBL_CONDFLUID,Condensing Fluid,冷凝液
LBL_HEADERS,Headers,标题
LBL_SIDEBARS,Side Bars,侧边栏杆
LBL_PARTINGSHEETS,Parting Sheets,分割单
LBL_CAPSHEETS,Cap Sheets,帽片
LBL_EMPTY,Empty,空的
LBL_FULL,Full of Water,充满了水
LBL_LENFROMA,Length from A,从A开始的长度
LBL_TEMPPROFILE,Temperature Profile,温度简介
LBL_ACROSS,Across,纵观
LBL_ATOB,A to B,A到B
LBL_BTOA,B to A,B到A
LBL_XFLOWRTL,Cross Flow is Right-to-Left,横向流动是从右到左
LBL_XFLOWLTR,Cross Flow is Left-to-Right,横向流动是从左到右
LBL_WALLTEMPS,Wall temperatures,墙体温度
LBL_FLOWATOB,Flow is A to B,流量是A到B
LBL_FLOWBTOA,Flow is B to A,流量是B到A
LBL_ENTHPROFILE,Enthalpy Profile,焓值简介
LBL_DPPROFILE,Pressure Drop Profile,压降简介
LBL_VAPFRACPROFILE,Vapor Fraction Profile,蒸汽分量简介
LBL_STACKPAT,Stacking pattern,叠加模式
LBL_ESTIMATED,Estimated,估计的
LBL_PEAKWALLT,Peak wall temperature,壁面峰值温度
LBL_OUTSIDEWALLT,Outside wall temperature,外墙温度
LBL_FLUEGASBULKTEMP,Flue gas temperature,烟气温度
LBL_INSIDEAREA,Inside area,内部区域
LBL_METALCONDUCTIVITY,Metal conductivity,金属导电性
LBL_RODW_TO_NOZD,Rod row width to nozzle diameter,杆排宽度与喷嘴直径之比
LBL_IDEALBUNDLE,Ideal bundle,理想的捆绑
LBL_PROPERTYPACKAGE,Property package,财产包
LBL_WALLMETALTEMP,Wall metal temperature,壁面金属温度
LBL_DRAWINGS,Drawings,图纸
LBL_KETTLEPROCOND,Kettle Process Conditions,釜的工艺条件
LBL_PIPEINOUT,Inlet pipe/Inlet/Outlet/Outlet pipe,进水管/进水口/出水口/出水管
LBL_BUNDLESWT,Bundle(s) weight,捆绑的重量
LBL_RELEASECOMPHON,Released to the following company:,被释放到以下公司。
LBL_RETURNBONNET,Return bonnet,返回阀盖
LBL_DRAFTPROFILE,Draft Profile,草案简介
LBL_ELEVATION,Elevation,海拔
LBL_UBENDSCHEDULE,U-Bend Schedule,U型弯的规格
LBL_PROPERTYCONDITIONS,User-Specified Conditions for Property Generation,用户指定的属性生成条件
LBL_UBENDSUPPDIST,UBend tangent to Support Dist.,U型弯切线至支撑的距离
LBL_LININGMATERIALS,Lining Materials,衬里材料
LBL_MW,MW,分子量
LBL_NAME,Name,名称
LBL_FRAME,Frame,框架
LBL_UNITID,Unit identifier,单位标识符
LBL_SCAREA,Subcooled area,过冷面积
LBL_SCDUTY,Subcooled duty,过冷负荷
LBL_SCCOEFFICIENT,Subcooling coefficient,过冷系数
LBL_SCCONDENSATET,Condensate temperature,凝液温度
LBL_SCCONDENSINGT,Condensing temperature,冷凝温度
LBL_SCMTD,Condensate MTD,凝液的平均温差
LBL_SCU,Subcooling overall U,过冷的U
LBL_ON,On,开
LBL_OFF,Off,关
LBL_FANONOFFSTATE,Fan On/Off State,风扇开/关
LBL_TSHEETTEMP,Tubesheet temperature,管板温度
LBL_ALLFANSON,All Fans On,所有风扇开启
LBL_NOFANS,No Fans,无风扇
LBL_FANSOFF,Fans turned-off,风扇关闭
LBL_CROSSFLOWAMPTUBEGAPRATIO,Crossflow amplitude/tube gap,错流振幅/管隙
LBL_CRITVELSHELLENTREXIT,Critical velocity,临界速度
LBL_FLOWREGIME,Flow regime,流动机制
LBL_AMPLITUDETUBEGAP,Amplitude / Tube Gap,振幅/管隙
LBL_SHELLLININGMATERIAL,Shell lining material,壳体衬里材料
LBL_TSTUBESHEETLININGMAT,Tubesheet (tubeside) lining material,管板（管侧）衬里材料
LBL_SSTUBESHEETLININGMAT,Tubesheet (shellside) lining materal,管板（壳侧）衬里材料
LBL_CHANNELLININGMAT,Channel lining material,管箱的衬里材料
LBL_FLOATHDCVRLININGMAT,Floating head cover lining material,浮头盖的衬里材料
